Rok narození,Elo hráče před,Hráč je žena,Rok narození soupeř,Elo soupeře před,Soupeř je žena,Den v týdnu (číslo),isWeekend,obdobi
-0.0006723574258593688,2.4865727425187987,0.0,-0.5147031215846064,1.3483686525852618,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4865727425187987,0.0,-0.031619643853629455,0.8390725101433403,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4865727425187987,0.0,-0.7907508231451648,0.3338835946565954,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4814496817338356,0.0,1.3486188639491619,1.1758651204678368,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4814496817338356,0.0,-1.5498820024367,0.4037064528946008,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4814496817338356,0.0,-0.9977865993155834,0.7897857866812188,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4814496817338356,0.0,-0.10063156924376902,0.6049605736982634,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4814496817338356,0.0,-0.1696434946339086,0.6049605736982634,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4814496817338356,0.0,-0.583715046974746,0.6090678006534401,-0.2052573185092786,1.1597872062126988,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4814496817338356,0.0,1.486642714729441,0.6090678006534401,-0.2052573185092786,1.1597872062126988,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4763266209488726,0.0,0.10640420692664969,1.1430073048264224,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4712035601639095,0.0,-0.031619643853629455,1.1758651204678368,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4712035601639095,0.0,1.5556546401195805,1.0074688153055886,-0.2052573185092786,0.5972405557843629,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4660804993789465,0.0,-0.5147031215846064,1.1799723474230135,-0.2052573185092786,-1.0903993955006452,-0.8872178792148661,1.0534885539773688
-0.0006723574258593688,2.4660804993789465,0.0,1.9697261924604181,0.29691855206000434,-0.2052573185092786,-1.0903993955006452,-0.8872178792148661,1.0534885539773688
-0.0006723574258593688,2.4558343778090204,0.0,2.0387381178505577,1.3524758795404386,-0.2052573185092786,-1.0903993955006452,-0.8872178792148661,1.0534885539773688
-0.0006723574258593688,2.4507113170240573,0.0,1.1415830877787432,1.229259070885135,-0.2052573185092786,-1.0903993955006452,-0.8872178792148661,1.0534885539773688
-0.0006723574258593688,2.4455882562390943,0.0,-0.583715046974746,1.2005084821988976,-0.2052573185092786,1.1597872062126988,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4455882562390943,0.0,-0.8597627485353043,0.8678230988295778,-0.2052573185092786,1.1597872062126988,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4455882562390943,0.0,0.9345473116083245,0.7035340206225063,-0.2052573185092786,1.1597872062126988,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4455882562390943,0.0,1.4176307893393014,0.7363918362639206,-0.2052573185092786,1.1597872062126988,1.1271188548239575,0.08630339803537294
-0.0006723574258593688,2.4763266209488726,0.0,1.1415830877787432,1.8823081567582443,-0.2052573185092786,-2.2154926963573174,-0.8872178792148661,-0.8808817579066229
-0.0006723574258593688,2.4763266209488726,0.0,-0.3076673454141877,0.7569279710398045,-0.2052573185092786,-2.2154926963573174,-0.8872178792148661,-0.8808817579066229
-0.0006723574258593688,2.4763266209488726,0.0,-0.7217388977550252,-0.26987876775439235,-0.2052573185092786,-2.2154926963573174,-0.8872178792148661,-0.8808817579066229
-0.0006723574258593688,2.512188046443614,0.0,0.8655353862181849,1.754984121147764,-0.2052573185092786,1.1597872062126988,1.1271188548239575,1.0534885539773688
-0.0006723574258593688,2.507064985658651,0.0,1.4176307893393014,1.1471145317815994,-0.2052573185092786,1.1597872062126988,1.1271188548239575,1.0534885539773688
-0.0006723574258593688,2.4865727425187987,0.0,1.9007142670702786,1.5783733620751619,-0.2052573185092786,1.1597872062126988,1.1271188548239575,1.0534885539773688
-0.0006723574258593688,2.4814496817338356,0.0,0.24442805770692883,1.1635434396023066,-0.2052573185092786,1.1597872062126988,1.1271188548239575,-0.8808817579066229
-0.0006723574258593688,2.4455882562390943,0.0,1.4176307893393014,1.9398093341307192,-0.2052573185092786,1.1597872062126988,1.1271188548239575,-0.8808817579066229
